0:1	Account: mrhung1	 Name: sadadsadsa	 Level: 80	 IP Address: 42.114.31.43 : 50793
12:16	Account: gcity01	 Name: nvmoi02	 Level: 80	 IP Address: 42.117.65.88 : 24036
12:22	Account: gcity02	 Name: 5docne	 Level: 85	 IP Address: 42.117.65.88 : 41119
13:23	Account: luukt55	 Name: NgoalongCB	 Level: 100	 IP Address: 123.25.218.214 : 51791
13:47	Account: anhthusqt	 Name: caibangcuibap	 Level: 100	 IP Address: 125.214.49.126 : 39265
13:49	Account: anhthusqt1	 Name: docmadep	 Level: 100	 IP Address: 125.214.49.126 : 35073
14:6	Account: vunguyen1988	 Name: 111111111	 Level: 106	 IP Address: 27.75.46.206 : 49693
14:7	Account: vunguyen1989	 Name: khongbietten	 Level: 101	 IP Address: 27.75.46.206 : 49695
14:9	Account: vunguyen1984	 Name: BinBin	 Level: 96	 IP Address: 27.75.46.206 : 49697
14:9	Account: gamethu	 Name: sadsadasas	 Level: 80	 IP Address: 115.79.255.58 : 53622
14:12	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 105	 IP Address: 171.237.220.33 : 7427
14:12	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 100	 IP Address: 171.237.220.33 : 7429
14:12	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 105	 IP Address: 171.237.220.33 : 7431
14:12	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 102	 IP Address: 171.237.220.33 : 7435
14:13	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 102	 IP Address: 171.237.220.33 : 7437
14:13	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 113	 IP Address: 171.237.220.33 : 7439
14:30	Account: vunguyen1988	 Name: 111111111	 Level: 106	 IP Address: 27.75.46.206 : 49957
15:28	Account: vunguyen1988	 Name: 111111111	 Level: 106	 IP Address: 27.75.46.206 : 59562
16:25	Account: vubluish2	 Name: hoalongcaka	 Level: 88	 IP Address: 42.112.159.50 : 21518
17:24	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 128	 IP Address: 183.80.160.143 : 51910
17:26	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 105	 IP Address: 183.80.160.143 : 51933
17:27	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 104	 IP Address: 183.80.160.143 : 51939
17:27	Account: nonhandm	 Name: ThµnhÙC¸tÙT­ÙH·n	 Level: 81	 IP Address: 183.80.160.143 : 51944
17:28	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 87	 IP Address: 183.80.160.143 : 51959
17:28	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 102	 IP Address: 183.80.160.143 : 51969
17:29	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 97	 IP Address: 183.80.160.143 : 51976
17:29	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 105	 IP Address: 183.80.160.143 : 51981
17:30	Account: nonhannd	 Name: MécÙUyÓnÙThanh	 Level: 87	 IP Address: 183.80.160.143 : 51993
17:31	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 123	 IP Address: 183.80.160.143 : 52002
17:32	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 100	 IP Address: 183.80.160.143 : 52008
17:32	Account: mapdl2	 Name: TiªnÙTö	 Level: 94	 IP Address: 183.80.160.143 : 52013
17:44	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 128	 IP Address: 183.80.160.143 : 52112
17:49	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 122	 IP Address: 183.80.160.143 : 52166
17:50	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 117	 IP Address: 183.80.160.143 : 52181
17:53	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 122	 IP Address: 183.80.160.143 : 52233
18:46	Account: luukt53	 Name: NgoalongVD	 Level: 131	 IP Address: 115.75.51.168 : 50473
19:10	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 122	 IP Address: 27.73.130.218 : 16793
19:14	Account: luukt54	 Name: NgoalongNM	 Level: 118	 IP Address: 115.75.51.168 : 51055
19:15	Account: luukt55	 Name: NgoalongCB	 Level: 100	 IP Address: 115.75.51.168 : 51076
19:16	Account: luukt51	 Name: NgoaLongTN	 Level: 96	 IP Address: 115.75.51.168 : 51089
19:16	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 117	 IP Address: 27.73.130.218 : 16801
19:17	Account: unlock911	 Name: Unlock911	 Level: 106	 IP Address: 27.78.12.11 : 49468
19:17	Account: luukt52	 Name: NgoalongTN	 Level: 100	 IP Address: 115.75.51.168 : 51124
19:18	Account: luukt54	 Name: NgoalongNM	 Level: 118	 IP Address: 115.75.51.168 : 51134
19:18	Account: unlock912	 Name: Unlock912	 Level: 101	 IP Address: 27.78.12.11 : 49679
19:18	Account: kingvl4	 Name: HDÙbuff	 Level: 96	 IP Address: 27.73.130.218 : 16807
19:19	Account: banhang1	 Name: 1234566789	 Level: 97	 IP Address: 27.73.130.218 : 16809
19:21	Account: luukt53	 Name: NgoalongVD	 Level: 131	 IP Address: 115.75.51.168 : 51196
19:21	Account: luukt51	 Name: NgoaLongTN	 Level: 96	 IP Address: 115.75.51.168 : 51201
19:24	Account: unlock911	 Name: Unlock911	 Level: 106	 IP Address: 27.78.12.11 : 49440
19:25	Account: unlock912	 Name: Unlock912	 Level: 101	 IP Address: 27.78.12.11 : 49674
19:26	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 102	 IP Address: 27.73.130.218 : 16815
19:29	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 116	 IP Address: 115.75.51.168 : 51344
19:31	Account: luukt55	 Name: NgoalongCB	 Level: 100	 IP Address: 115.75.51.168 : 51385
19:34	Account: hieuham1998	 Name: HoaR¬iÙCöaPhËt	 Level: 92	 IP Address: 27.73.130.218 : 16819
19:43	Account: kingvl4	 Name: HDÙbuff	 Level: 96	 IP Address: 27.73.130.218 : 16823
19:45	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 116	 IP Address: 115.75.51.168 : 51638
19:45	Account: luukt51	 Name: NgoaLongTN	 Level: 96	 IP Address: 115.75.51.168 : 51645
19:46	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 110	 IP Address: 27.73.130.218 : 16825
19:52	Account: namhai01	 Name: MaPhongBa	 Level: 93	 IP Address: 14.230.182.26 : 51902
19:53	Account: namhai02	 Name: namhai02	 Level: 88	 IP Address: 14.230.182.26 : 51905
19:53	Account: namhai003	 Name: namhai03	 Level: 88	 IP Address: 14.230.182.26 : 51907
19:54	Account: namhai04	 Name: namhai04	 Level: 89	 IP Address: 14.230.182.26 : 51909
19:54	Account: namhai05	 Name: namhai05	 Level: 89	 IP Address: 14.230.182.26 : 51911
19:54	Account: namhai06	 Name: namhai06	 Level: 88	 IP Address: 14.230.182.26 : 51913
20:12	Account: letutl72	 Name: DoanhDoanh	 Level: 81	 IP Address: 1.54.167.236 : 49186
20:29	Account: thangvl5	 Name: 5TLSuco	 Level: 106	 IP Address: 118.71.243.244 : 63969
20:53	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 93	 IP Address: 1.55.140.65 : 61287
20:54	Account: phamtungdhv2	 Name: ZzNgocCuxizZ	 Level: 92	 IP Address: 1.55.140.65 : 61296
20:54	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 96	 IP Address: 1.55.140.65 : 61340
20:55	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 92	 IP Address: 1.55.140.65 : 61369
20:55	Account: phamtungdhv5	 Name: ZzThaiSonzZ	 Level: 92	 IP Address: 1.55.140.65 : 61383
20:56	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 102	 IP Address: 1.55.140.65 : 61387
21:0	Account: luukt53	 Name: NgoalongVD	 Level: 131	 IP Address: 123.25.218.214 : 53322
21:37	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 113	 IP Address: 27.73.128.31 : 1042
21:55	Account: blackboy87	 Name: EsÙTheÙKing	 Level: 100	 IP Address: 14.233.237.89 : 33388
22:40	Account: letutl77	 Name: AnLyLy	 Level: 80	 IP Address: 1.54.167.236 : 49579
