TongCount=38, MemberCount=77, UnionCount=0
TongName	MasterName	TongLevel	TongExp	SelfCamp	AllMemberCount	DirectorCount	ManagerCount	MemberCount	BuildLevel	MoneyFund	BuildFund	WarBuildFund	MaintainFund	StoredOffer	StoredBuildFund	UnionNum	UnionName	IsUnionLeader	UnionCamp
HáaÙLong	HáaÙLongÙTµÙNh©n	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
MinhGiao	HoaiLang	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
DEPÙBLH	DCPÙTL	0	0	2	11	1	2	7	0	0	0	0	0	0	0	0		0	0
V«ÙDanh	§¹tÙNÖn	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
luongson	testgame	8	72240	2	1	0	0	0	0	995000	0	0	0	0	0	0		0	0
MétÙThêi	2SaoÙTL	4	17280	1	6	5	0	0	0	1013204532	0	0	0	0	0	0		0	0
ThÊtÙTam	LýÙD©nÙD­¬ng	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0		0	0
§ÖNhÊt	ChäcChäc	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0
ewtrwtwe	fasfaffaew	8	70080	3	1	0	0	0	0	107191111	0	0	0	0	0	0		0	0
Warrior	B¹ch§Þnh	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
T×nh	QuûÙLÖÙSÇu	7	54840	1	3	2	0	0	0	452252555	0	0	0	0	0	0		0	0
TEST	TESTGAMES	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0		0	0
KING	NMxHide	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0		0	0
KimÙ	CuÙChÜÙNg­äc	8	79080	3	1	0	0	0	0	997187239	2240	0	0	22400	0	0		0	0
Trau	SonLinnh	7	58680	1	1	0	0	0	0	202695185	1111	0	0	0	0	0		0	0
NghÞchÙ	PLÙTöuÙKiÕmÙTiªn	4	20640	3	6	0	0	5	0	1110437314	0	0	0	0	0	0		0	0
ChoiDi	rayleigh	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
MinhXD	VuVuVnn	8	79200	3	2	1	0	0	0	9638982846	0	67183	0	22330	0	0		0	0
Laladu	ZzCuxizZ	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
HHBang	SangTpXXX	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
TestHoi	TestChoi	9	82560	3	12	2	1	8	0	9075121781	0	64054	0	22340	0	0		0	0
KhñngBè	ÙÙÙÙVâÙ	3	15240	3	5	0	0	4	0	110457061	0	0	0	0	0	0		0	0
Chien	SangTp4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
Ahihi	axxxxxxx	6	40440	1	1	0	0	0	0	1220537221	0	0	0	0	0	0		0	0
V×Sao	JohnniSon	9	93840	1	1	0	0	0	0	551645555	0	0	0	0	0	0		0	0
admin	testgame2	9	92880	1	1	0	0	0	0	104246111	0	0	0	0	0	0		0	0
TèngÙ	Anyonie	8	80400	1	1	0	0	0	0	311063441	0	0	0	0	0	0		0	0
ThiªnH¹	T©nKhócSÇu	8	66840	1	1	0	0	0	0	97215000	0	0	0	0	0	0		0	0
SKIES	Shazam	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0
Slock	SlockÙLife	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0
102	o0oVmTo0o	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0		0	0
L¸o	L¸oÙTõÙNhá	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0		0	0
VIP	TOPTONGKIM	5	26640	2	1	0	0	0	0	66761548	0	0	0	0	0	0		0	0
MaGiao	RuouQuenSau	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0
VÞnhÙXu©	FrancescoÙFlores	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0		0	0
ThèngÙ	ÙCuÙChÜÙNg­îcÙ	0	120	3	1	0	0	0	0	995000	2240	0	0	22400	0	0		0	0
qwerqwr	testgame3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0		0	0
HæÙB¸o	§¶ÙCÇuÙBæng	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0		0	0
