0:1	Account: xebmt004	 Name: XeÙN­ícÙMÝa3	 Level: 92	 IP Address: 27.79.43.143 : 53348
7:58	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 14.240.144.233 : 2101
7:59	Account: xuxuka19	 Name: ChoÙEmÙXjn	 Level: 1	 IP Address: 42.118.236.167 : 5895
8:0	Account: xuxuka2	 Name: SenNa02	 Level: 80	 IP Address: 42.118.236.167 : 34214
8:5	Account: xuxuka02	 Name: ChupÙChupÙXiu	 Level: 1	 IP Address: 42.118.236.167 : 27540
8:11	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 14.240.144.233 : 2308
8:11	Account: xuxuka2	 Name: SenNa02	 Level: 80	 IP Address: 42.118.236.167 : 4607
8:12	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.234.41.140 : 49276
8:14	Account: kingvl1	 Name: HáaLongCaCa	 Level: 87	 IP Address: 58.187.66.208 : 54631
8:14	Account: mapdl1	 Name: §¹tÙMa	 Level: 93	 IP Address: 14.234.41.140 : 49284
8:15	Account: mapdl1	 Name: §¹tÙMa	 Level: 93	 IP Address: 14.234.41.140 : 49382
8:15	Account: mapdl2	 Name: TiªnÙTö	 Level: 90	 IP Address: 14.234.41.140 : 49386
8:16	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.234.41.140 : 49401
8:16	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 113	 IP Address: 14.234.41.140 : 49414
8:18	Account: dm0010	 Name: CL0001	 Level: 87	 IP Address: 14.234.41.140 : 49481
8:18	Account: thangvl5	 Name: 5TLSuco	 Level: 101	 IP Address: 118.70.81.103 : 26719
8:27	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 49303
8:28	Account: minhtrand7	 Name: 3143242	 Level: 80	 IP Address: 14.174.119.34 : 49306
8:28	Account: bunia90	 Name: 5DocNhop	 Level: 86	 IP Address: 117.3.46.224 : 13356
8:30	Account: bunia92	 Name: Bunia90	 Level: 81	 IP Address: 117.3.46.224 : 54133
8:31	Account: dm0003	 Name: dm0003	 Level: 80	 IP Address: 14.234.41.140 : 49978
8:31	Account: xuxuka3	 Name: SenNa03	 Level: 80	 IP Address: 42.118.236.167 : 40387
8:32	Account: thangvl6	 Name: 6Vâ®ang	 Level: 97	 IP Address: 118.70.81.103 : 26764
8:39	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 94	 IP Address: 118.68.135.141 : 55676
8:39	Account: nonhantn	 Name: V«ÙNhaiÙTö	 Level: 80	 IP Address: 118.68.135.141 : 55678
8:42	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.234.41.140 : 50242
8:45	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 96	 IP Address: 118.70.81.103 : 26846
8:45	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 49626
8:45	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 97	 IP Address: 118.70.81.103 : 26848
8:46	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 98	 IP Address: 118.70.81.103 : 26851
8:46	Account: thangvl10	 Name: 10HáaCaCa	 Level: 98	 IP Address: 118.70.81.103 : 26854
8:48	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 1652
8:49	Account: xuxuka4	 Name: SenNa04	 Level: 80	 IP Address: 42.118.236.167 : 23381
8:49	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 1664
8:52	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 93	 IP Address: 118.68.135.141 : 55708
8:52	Account: anlonnhe	 Name: DanCay	 Level: 84	 IP Address: 14.235.12.208 : 1666
8:53	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 111	 IP Address: 118.68.135.141 : 55715
8:54	Account: anhyeuem	 Name: ada23133	 Level: 82	 IP Address: 14.235.12.208 : 1676
8:55	Account: anhyeuem	 Name: ada23133	 Level: 82	 IP Address: 14.235.12.208 : 1678
9:0	Account: ribi04	 Name: RiBi04	 Level: 80	 IP Address: 14.245.58.184 : 6454
9:1	Account: bunia92	 Name: qweqweqwev	 Level: 1	 IP Address: 117.3.46.224 : 42341
9:2	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 83	 IP Address: 58.187.66.208 : 35524
9:5	Account: ribi03	 Name: RiBi03	 Level: 80	 IP Address: 14.245.58.184 : 6482
9:5	Account: anlonnhe	 Name: DanCay	 Level: 84	 IP Address: 14.235.12.208 : 1681
9:6	Account: anlonnhe	 Name: Kvedoc	 Level: 81	 IP Address: 14.235.12.208 : 1683
9:6	Account: xuxuka5	 Name: SenNa05	 Level: 80	 IP Address: 42.118.236.167 : 22511
9:7	Account: anlonnhe	 Name: DanCay	 Level: 84	 IP Address: 14.235.12.208 : 1685
9:8	Account: anhyeuem	 Name: TaoDocLam	 Level: 81	 IP Address: 14.235.12.208 : 1690
9:8	Account: ribi03	 Name: ththth	 Level: 80	 IP Address: 14.245.58.184 : 6507
9:10	Account: anhyeuem	 Name: ada23133	 Level: 82	 IP Address: 14.235.12.208 : 1694
9:17	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 1698
9:19	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 101	 IP Address: 27.79.43.143 : 49688
9:23	Account: xebmt003	 Name: XeÙN­ícÙMÝa2a	 Level: 92	 IP Address: 27.79.43.143 : 49723
9:24	Account: building1987	 Name: TayÙCh¬iÙBèÙGiµ	 Level: 80	 IP Address: 27.79.43.143 : 49729
9:24	Account: building1987	 Name: TayÙCh¬iÙBèÙGiµÙ	 Level: 80	 IP Address: 27.79.43.143 : 49731
9:24	Account: xuxuka16	 Name: SenNa16	 Level: 80	 IP Address: 42.118.236.167 : 22029
9:24	Account: xuxuka3	 Name: SenNa03	 Level: 80	 IP Address: 42.118.236.167 : 20952
9:24	Account: xebmt004	 Name: XeÙN­ícÙMÝa3	 Level: 92	 IP Address: 27.79.43.143 : 49736
9:28	Account: building1987	 Name: TayÙCh¬iÙBèÙGiµÙ	 Level: 80	 IP Address: 27.79.43.143 : 49771
9:28	Account: minhtrand20	 Name: sanboss2	 Level: 80	 IP Address: 14.174.119.34 : 49646
9:29	Account: xebmt003	 Name: XeÙN­ícÙMÝa2a	 Level: 92	 IP Address: 27.79.43.143 : 49778
9:31	Account: usd002	 Name: USD002	 Level: 83	 IP Address: 14.245.58.184 : 6825
9:32	Account: xebmt001	 Name: XeÙN­ícÙMÝa	 Level: 92	 IP Address: 27.79.43.143 : 49788
9:32	Account: xebmt002	 Name: XeÙN­ícÙMÝa2	 Level: 92	 IP Address: 27.79.43.143 : 49790
9:37	Account: ribi03	 Name: RiBi03	 Level: 80	 IP Address: 14.245.58.184 : 6861
9:42	Account: ribi04	 Name: RiBi04	 Level: 80	 IP Address: 14.245.58.184 : 7026
9:43	Account: ribi05	 Name: BossST	 Level: 80	 IP Address: 14.245.58.184 : 7029
9:43	Account: ribi03	 Name: RiBi03	 Level: 80	 IP Address: 14.245.58.184 : 7036
9:44	Account: ribi02	 Name: RiBi02	 Level: 80	 IP Address: 14.245.58.184 : 7042
9:46	Account: xuxuka6	 Name: SenNa06	 Level: 80	 IP Address: 42.118.236.167 : 8645
9:47	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 101	 IP Address: 116.99.167.107 : 51640
9:48	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 14.174.119.34 : 49694
9:50	Account: sarin1	 Name: DocXinh10	 Level: 80	 IP Address: 14.174.119.34 : 49701
9:50	Account: thoakhungzz5	 Name: XeTiÒn5	 Level: 86	 IP Address: 116.99.167.107 : 51642
9:50	Account: thoakhungzz5	 Name: FangLßiCøt	 Level: 87	 IP Address: 116.99.167.107 : 51644
9:51	Account: sarin1	 Name: DocXinh11	 Level: 80	 IP Address: 14.174.119.34 : 49707
9:54	Account: bando05	 Name: BanDo05	 Level: 1	 IP Address: 113.176.144.109 : 50151
9:54	Account: sarin1	 Name: DocXinh11	 Level: 80	 IP Address: 14.174.119.34 : 49713
9:54	Account: ribi01	 Name: RiBi01	 Level: 104	 IP Address: 14.245.58.184 : 7105
9:54	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 14.174.119.34 : 49715
9:56	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 14.174.119.34 : 49717
9:57	Account: sarin2	 Name: DocXinh13	 Level: 80	 IP Address: 14.174.119.34 : 49719
9:57	Account: xuxuka7	 Name: SenNa07	 Level: 80	 IP Address: 42.118.236.167 : 27932
9:58	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 14.174.119.34 : 49722
10:1	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 14.174.119.34 : 49726
10:1	Account: sarin3	 Name: DocXinh17	 Level: 80	 IP Address: 14.174.119.34 : 49728
10:1	Account: bando06	 Name: BanDo06	 Level: 1	 IP Address: 113.176.144.109 : 50177
10:2	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 14.174.119.34 : 49731
10:3	Account: minhvu25091990	 Name: Kamikaze	 Level: 82	 IP Address: 14.174.119.34 : 49737
10:4	Account: minhvu25091990	 Name: DocXinh2	 Level: 80	 IP Address: 14.174.119.34 : 49740
10:4	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 104	 IP Address: 1.55.227.146 : 64591
10:4	Account: minhvu25091990	 Name: DocXinh	 Level: 80	 IP Address: 14.174.119.34 : 49742
10:5	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 49746
10:5	Account: bando07	 Name: BanDo07	 Level: 1	 IP Address: 113.176.144.109 : 50187
10:8	Account: thangvl5	 Name: 5TLSuco	 Level: 101	 IP Address: 118.70.81.103 : 27461
10:10	Account: bando08	 Name: BanDo08	 Level: 1	 IP Address: 113.176.144.109 : 50199
10:12	Account: xuxuka8	 Name: SenNa08	 Level: 80	 IP Address: 42.118.236.167 : 33972
10:12	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 1.55.227.146 : 22018
10:15	Account: ribi02	 Name: RIBI02	 Level: 101	 IP Address: 14.245.58.184 : 7229
10:16	Account: ribi06	 Name: 000001	 Level: 80	 IP Address: 14.245.58.184 : 7241
10:17	Account: nonhantn	 Name: V«ÙNhaiÙTö	 Level: 80	 IP Address: 118.68.135.141 : 55853
10:17	Account: ribi02	 Name: RIBI02	 Level: 101	 IP Address: 14.245.58.184 : 7248
10:18	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 93	 IP Address: 118.68.135.141 : 55855
10:21	Account: bando09	 Name: BanDo09	 Level: 1	 IP Address: 113.176.144.109 : 50273
10:21	Account: thangvl5	 Name: 5TLSuco	 Level: 101	 IP Address: 118.70.81.103 : 27668
10:22	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49772
10:23	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49774
10:23	Account: vubluish1	 Name: vipngamy	 Level: 85	 IP Address: 42.115.138.49 : 52897
10:23	Account: vubluish2	 Name: hoalongcaka	 Level: 84	 IP Address: 42.115.138.49 : 27438
10:23	Account: vubluish	 Name: truongchannhan	 Level: 89	 IP Address: 42.115.138.49 : 35076
10:25	Account: ribi03	 Name: RiBi03	 Level: 80	 IP Address: 14.245.58.184 : 7294
10:25	Account: ribi04	 Name: RiBi04	 Level: 80	 IP Address: 14.245.58.184 : 7299
10:26	Account: xuxuka9	 Name: SenNa09	 Level: 80	 IP Address: 42.118.236.167 : 27329
10:29	Account: minhtrand21	 Name: sanboss4	 Level: 1	 IP Address: 14.174.119.34 : 49786
10:30	Account: ngocbich01	 Name: sanboss01	 Level: 90	 IP Address: 113.176.144.109 : 50306
10:30	Account: dophoi1	 Name: SinhLucNoiLuc	 Level: 80	 IP Address: 118.68.135.141 : 55868
10:31	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 118.68.135.141 : 55871
10:32	Account: nonhangiudo	 Name: NgocBoiDayChuyen	 Level: 80	 IP Address: 118.68.135.141 : 55873
10:32	Account: nonhandovip	 Name: LayÙPhoi	 Level: 80	 IP Address: 118.68.135.141 : 55875
10:33	Account: dophoi1	 Name: PhoiEpDo	 Level: 1	 IP Address: 118.68.135.141 : 55877
10:34	Account: vubluish1	 Name: vipngamy	 Level: 85	 IP Address: 42.115.138.49 : 36263
10:35	Account: ribi03	 Name: RiBi03	 Level: 80	 IP Address: 14.245.58.184 : 7358
10:36	Account: ngocbich02	 Name: sanboss02	 Level: 80	 IP Address: 113.176.144.109 : 50323
10:36	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 118.68.135.141 : 55884
10:36	Account: thangvl1	 Name: DocDoc1	 Level: 80	 IP Address: 118.70.81.103 : 27714
10:36	Account: vubluish	 Name: truongchannhan	 Level: 90	 IP Address: 42.115.138.49 : 26421
10:37	Account: vubluish2	 Name: hoalongcaka	 Level: 84	 IP Address: 42.115.138.49 : 61629
10:38	Account: xuxuka10	 Name: SenNa010	 Level: 80	 IP Address: 42.118.236.167 : 54748
10:41	Account: ngocbich03	 Name: VinhLong01	 Level: 80	 IP Address: 113.176.144.109 : 50357
10:43	Account: dophohk	 Name: HoangKim	 Level: 80	 IP Address: 118.68.135.141 : 55954
10:44	Account: ngocbich04	 Name: VinhLong02	 Level: 80	 IP Address: 113.176.144.109 : 50367
10:47	Account: ngocbich05	 Name: Nguyen37	 Level: 80	 IP Address: 113.176.144.109 : 50384
10:52	Account: xuxuka11	 Name: SenNa11	 Level: 80	 IP Address: 42.118.236.167 : 1627
10:52	Account: ngocbich06	 Name: Nguyen38	 Level: 80	 IP Address: 113.176.144.109 : 50402
10:54	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 102	 IP Address: 171.232.181.167 : 50764
10:55	Account: thangvl6	 Name: 6Vâ®ang	 Level: 98	 IP Address: 118.70.81.103 : 27747
10:57	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 1	 IP Address: 42.119.136.199 : 53231
10:58	Account: bando01	 Name: VinhLong03	 Level: 80	 IP Address: 113.176.144.109 : 50422
11:0	Account: lenamuaeuae2019	 Name: NamUAE2005	 Level: 80	 IP Address: 64.190.110.84 : 34582
11:3	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 91	 IP Address: 42.119.136.199 : 53237
11:4	Account: huy1713	 Name: Machine3	 Level: 85	 IP Address: 171.232.181.167 : 50772
11:4	Account: thangvl2	 Name: SetSetSÐt	 Level: 1	 IP Address: 118.70.81.103 : 27768
11:7	Account: huy100	 Name: TiÓuLýPhiTiªu	 Level: 80	 IP Address: 171.232.181.167 : 50780
11:7	Account: xuxuka12	 Name: SenNa12	 Level: 80	 IP Address: 42.118.236.167 : 23390
11:8	Account: bando02	 Name: VinhLong04	 Level: 80	 IP Address: 113.176.144.109 : 50453
11:8	Account: huy101	 Name: Ngò§écHµnhKinh	 Level: 90	 IP Address: 171.232.181.167 : 50783
11:9	Account: thangvl1	 Name: DocDoc1	 Level: 80	 IP Address: 118.70.81.103 : 27777
11:10	Account: lenamuaeuae2019	 Name: Nam2005UAE	 Level: 80	 IP Address: 64.190.110.84 : 42586
11:10	Account: lenamuaeuae2019	 Name: NamUAE2005	 Level: 80	 IP Address: 64.190.110.84 : 60866
11:12	Account: dophohk	 Name: ViSonDao	 Level: 80	 IP Address: 118.68.135.141 : 56116
11:13	Account: minhtrand22	 Name: sanboss5	 Level: 1	 IP Address: 14.174.119.34 : 49958
11:14	Account: dophohk	 Name: TTÙTHBT	 Level: 80	 IP Address: 118.68.135.141 : 56120
11:16	Account: lenamuaeuae2019	 Name: LynH5N1	 Level: 1	 IP Address: 64.190.110.84 : 43228
11:16	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 91	 IP Address: 113.190.139.142 : 57904
11:17	Account: dophohk	 Name: ViSonDao	 Level: 80	 IP Address: 118.68.135.141 : 56132
11:17	Account: sarin1990	 Name: DocDep	 Level: 84	 IP Address: 116.110.119.64 : 57458
11:17	Account: vu25091990	 Name: DocXinh23	 Level: 81	 IP Address: 116.110.119.64 : 51584
11:17	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 118.68.135.141 : 56136
11:17	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 116.110.119.64 : 51589
11:18	Account: sarin	 Name: DocXinh7	 Level: 81	 IP Address: 116.110.119.64 : 51591
11:18	Account: sarin	 Name: DocXinh8	 Level: 80	 IP Address: 116.110.119.64 : 51593
11:18	Account: sarin1	 Name: DocXinh9	 Level: 80	 IP Address: 116.110.119.64 : 51597
11:18	Account: sarin1	 Name: DocXinh10	 Level: 80	 IP Address: 116.110.119.64 : 51599
11:18	Account: lenamuaeuae2019	 Name: LynH5N1	 Level: 80	 IP Address: 64.190.110.84 : 29292
11:19	Account: bando03	 Name: VinhLong003	 Level: 80	 IP Address: 113.176.144.109 : 50530
11:19	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 91	 IP Address: 113.190.139.142 : 57924
11:19	Account: bando04	 Name: VinhLong004	 Level: 80	 IP Address: 113.176.144.109 : 50534
11:21	Account: sarin1	 Name: DocXinh11	 Level: 80	 IP Address: 116.110.119.64 : 51627
11:22	Account: thangvl2	 Name: SetSetSÐt	 Level: 80	 IP Address: 118.70.81.103 : 27800
11:22	Account: thangvl2	 Name: SetSetSÐt	 Level: 80	 IP Address: 118.70.81.103 : 27802
11:24	Account: minhvu25091990	 Name: Kamikaze	 Level: 82	 IP Address: 116.110.119.64 : 57707
11:35	Account: kingvl1	 Name: HáaLongCaCa	 Level: 87	 IP Address: 1.55.227.146 : 51731
11:36	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 117.4.153.2 : 49252
11:37	Account: thaocanh113	 Name: ThienÙNha	 Level: 93	 IP Address: 117.4.153.2 : 49255
11:38	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 117.4.153.2 : 49259
11:39	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 92	 IP Address: 117.4.153.2 : 49263
11:40	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49268
11:41	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 92	 IP Address: 117.4.153.2 : 49271
11:42	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 1.55.227.146 : 36354
11:46	Account: vubluish	 Name: truongchannhan	 Level: 90	 IP Address: 42.115.138.49 : 40119
11:46	Account: vubluish2	 Name: hoalongcaka	 Level: 84	 IP Address: 42.115.138.49 : 65054
11:46	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 51840
11:49	Account: tranhoangcham	 Name: KeVoDanh	 Level: 91	 IP Address: 14.240.144.233 : 1770
11:49	Account: vubluish2	 Name: hoalongcaka	 Level: 84	 IP Address: 42.115.138.49 : 38284
11:50	Account: vubluish	 Name: truongchannhan	 Level: 90	 IP Address: 42.115.138.49 : 40007
11:50	Account: vubluish1	 Name: vipngamy	 Level: 85	 IP Address: 42.115.138.49 : 14646
11:53	Account: th113	 Name: ManhÙDoÙPho	 Level: 80	 IP Address: 117.4.153.2 : 49291
11:55	Account: tranhoangcham	 Name: KeVoDanh	 Level: 91	 IP Address: 14.240.144.233 : 1904
11:55	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 58.186.80.8 : 49326
11:55	Account: vubluish2	 Name: hoalongcaka	 Level: 84	 IP Address: 42.115.138.49 : 1125
11:55	Account: vubluish	 Name: truongchannhan	 Level: 90	 IP Address: 42.115.138.49 : 28839
11:56	Account: vubluish1	 Name: vipngamy	 Level: 85	 IP Address: 42.115.138.49 : 65254
11:56	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 58.186.80.8 : 49330
11:57	Account: tranhoangcham	 Name: KeVoDanh	 Level: 91	 IP Address: 14.240.144.233 : 1979
11:57	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 1.55.227.146 : 6581
11:58	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 1.55.227.146 : 44352
11:59	Account: tranhoangcham	 Name: KeVoDanh	 Level: 91	 IP Address: 14.240.144.233 : 2053
11:59	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 102	 IP Address: 58.186.80.8 : 49341
12:0	Account: minhtrand20	 Name: sanboss2	 Level: 80	 IP Address: 58.186.80.8 : 49344
12:1	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 116.110.119.64 : 52064
12:2	Account: minhtrand20	 Name: sanboss1	 Level: 80	 IP Address: 58.186.80.8 : 49346
12:2	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 58.186.80.8 : 49348
12:3	Account: minhtrand7	 Name: 3143242	 Level: 80	 IP Address: 58.186.80.8 : 49351
12:4	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 58.186.80.8 : 49356
12:5	Account: dophohk	 Name: HoangKim	 Level: 80	 IP Address: 118.68.135.141 : 56409
12:11	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 1.55.227.146 : 63742
12:13	Account: vubluish1	 Name: vipngamy	 Level: 85	 IP Address: 42.115.138.49 : 33972
12:13	Account: vubluish	 Name: truongchannhan	 Level: 90	 IP Address: 42.115.138.49 : 52571
12:13	Account: vubluish2	 Name: hoalongcaka	 Level: 84	 IP Address: 42.115.138.49 : 36272
12:19	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 118.68.135.141 : 56486
12:22	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 101	 IP Address: 116.99.167.107 : 51991
12:24	Account: nonhangiudo	 Name: DoPhoHK	 Level: 80	 IP Address: 118.68.135.141 : 56503
12:28	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 100	 IP Address: 116.99.167.107 : 51995
12:28	Account: sarin1990	 Name: DocDep	 Level: 84	 IP Address: 116.110.119.64 : 49164
12:28	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 97	 IP Address: 118.68.135.141 : 49710
12:28	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 116.110.119.64 : 49170
12:28	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 89	 IP Address: 116.99.167.107 : 51998
12:30	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 96	 IP Address: 118.68.135.141 : 49714
12:31	Account: minhvu25091990	 Name: Kamikaze	 Level: 82	 IP Address: 116.110.119.64 : 59469
12:31	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 86	 IP Address: 118.68.135.141 : 49716
12:31	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 100	 IP Address: 58.186.80.8 : 49398
12:31	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 94	 IP Address: 118.68.135.141 : 49718
12:32	Account: xebmt1	 Name: Sanboxx	 Level: 80	 IP Address: 171.232.181.167 : 65314
12:32	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 111	 IP Address: 118.68.135.141 : 49729
12:34	Account: vubluish1	 Name: vipngamy	 Level: 85	 IP Address: 42.115.138.49 : 36054
12:34	Account: vubluish	 Name: truongchannhan	 Level: 90	 IP Address: 42.115.138.49 : 42729
12:34	Account: vubluish2	 Name: hoalongcaka	 Level: 85	 IP Address: 42.115.138.49 : 18746
12:35	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 93	 IP Address: 118.68.135.141 : 49731
12:37	Account: xebmt1	 Name: san1111	 Level: 80	 IP Address: 171.232.181.167 : 65329
12:37	Account: xebmt1	 Name: 2f2rf2rfr	 Level: 80	 IP Address: 171.232.181.167 : 65334
12:38	Account: xebmt2	 Name: santhoi	 Level: 80	 IP Address: 171.232.181.167 : 65349
12:38	Account: luukt55	 Name: NgoalongCB	 Level: 95	 IP Address: 123.25.218.214 : 52743
12:38	Account: xebmt2	 Name: r2g2r2ggg	 Level: 80	 IP Address: 171.232.181.167 : 65353
12:39	Account: xebmt2	 Name: fr1f5r51fr	 Level: 80	 IP Address: 171.232.181.167 : 65358
12:41	Account: sarin2	 Name: DocXinh13	 Level: 80	 IP Address: 116.110.119.64 : 49293
12:47	Account: tranhoangcham	 Name: KeVoDanh	 Level: 91	 IP Address: 14.240.144.233 : 4116
12:51	Account: nonhantn	 Name: V«ÙNhaiÙTö	 Level: 80	 IP Address: 118.68.135.141 : 49746
12:53	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 83	 IP Address: 1.55.227.146 : 12277
12:54	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 93	 IP Address: 118.68.135.141 : 49748
12:56	Account: xebmt3	 Name: eeeeeeerr	 Level: 80	 IP Address: 171.232.181.167 : 55956
12:56	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 116.110.119.64 : 49369
12:57	Account: huy100	 Name: TiÓuLýPhiTiªu	 Level: 80	 IP Address: 171.232.181.167 : 55960
12:57	Account: luukt52	 Name: NgoalongTN	 Level: 91	 IP Address: 123.25.218.214 : 53057
12:57	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 117.4.153.2 : 49359
13:2	Account: th113	 Name: ManhÙDoÙPho	 Level: 80	 IP Address: 117.4.153.2 : 49367
13:8	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 60317
13:11	Account: sanboss10	 Name: kiemtien10	 Level: 1	 IP Address: 113.176.144.109 : 51339
13:11	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 103	 IP Address: 171.232.181.167 : 63631
13:12	Account: th117	 Name: ChøaÙ§åÙ01	 Level: 80	 IP Address: 117.4.153.2 : 49379
13:16	Account: th118	 Name: ChøaÙ§åÙ02	 Level: 80	 IP Address: 117.4.153.2 : 49385
13:19	Account: bunia91	 Name: ThieuLamCui	 Level: 83	 IP Address: 117.3.46.224 : 27179
13:19	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 103	 IP Address: 42.119.136.199 : 53328
13:21	Account: sarin3	 Name: DocXinh17	 Level: 80	 IP Address: 116.110.119.64 : 49423
13:21	Account: th119	 Name: ChøaÙ§åÙ03	 Level: 1	 IP Address: 117.4.153.2 : 49393
13:26	Account: th119	 Name: ChøaÙ§åÙ03	 Level: 80	 IP Address: 117.4.153.2 : 49399
13:26	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 86	 IP Address: 42.119.136.199 : 53333
13:26	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 117.4.153.2 : 49401
13:30	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 92	 IP Address: 117.4.153.2 : 49408
13:31	Account: thaocanh113	 Name: ThienÙNha	 Level: 93	 IP Address: 117.4.153.2 : 49412
13:32	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49416
13:34	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 49489
13:35	Account: minhvu25091990	 Name: Kamikaze	 Level: 82	 IP Address: 116.110.119.64 : 60291
