0:0	Account: sarin1990	 Name: DocDep	 Level: 71	 IP Address: 27.69.147.127 : 53431
2:52	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 90	 IP Address: 171.243.34.90 : 52457
2:52	Account: tranvinh06	 Name: ÙB¸Ù§¹o	 Level: 89	 IP Address: 113.176.241.41 : 56725
2:52	Account: nonhannd	 Name: ÙMécÙUyÓnÙThanh	 Level: 86	 IP Address: 118.68.135.17 : 58450
2:52	Account: longyen014	 Name: ÙTiÓuÙYÕn	 Level: 90	 IP Address: 14.187.156.172 : 49449
2:52	Account: nam92hd1	 Name: LµmTýC«nKh«ngEm	 Level: 85	 IP Address: 27.66.95.53 : 23215
2:52	Account: kimmalenhhai7	 Name: VóXÖNhÊtXãm	 Level: 84	 IP Address: 171.243.198.143 : 62617
2:52	Account: minhngo89	 Name: MaiMai	 Level: 82	 IP Address: 1.53.210.87 : 53169
2:52	Account: dm0002	 Name: TVB0001	 Level: 82	 IP Address: 14.168.28.44 : 58265
2:52	Account: bando	 Name: §ÞaLongHuynh	 Level: 83	 IP Address: 118.70.41.159 : 22217
2:52	Account: huy1714	 Name: ConMaVuDai	 Level: 82	 IP Address: 116.108.185.216 : 5867
2:52	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 88	 IP Address: 171.243.198.143 : 62618
2:52	Account: longyen013	 Name: ÙTiÓuÙB¶o	 Level: 90	 IP Address: 14.187.156.172 : 49450
2:52	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 92	 IP Address: 171.251.237.76 : 52616
2:52	Account: thangvl10	 Name: 10S­Cä	 Level: 81	 IP Address: 183.81.86.145 : 50644
2:52	Account: bihulk004	 Name: 77ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 52458
2:52	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 87	 IP Address: 42.116.138.135 : 55878
2:52	Account: thanh02468	 Name: TamGia	 Level: 81	 IP Address: 112.197.176.153 : 41552
2:52	Account: tieubao152	 Name: TiÓuB¶o	 Level: 83	 IP Address: 1.55.176.232 : 39887
2:52	Account: thangvl5	 Name: 5HáaCaCa	 Level: 81	 IP Address: 183.81.86.145 : 50647
2:52	Account: nonhancl	 Name: XÝchLuyÖnTiªnTö	 Level: 86	 IP Address: 118.68.135.17 : 58453
2:52	Account: nam92hd4	 Name: LµmTý¤xyKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 5606
2:52	Account: minhngo7989	 Name: MrMinh	 Level: 83	 IP Address: 1.53.210.87 : 53181
2:52	Account: vunguyen1987	 Name: ThuyYen	 Level: 82	 IP Address: 27.78.207.70 : 49259
2:52	Account: thoakhungz2	 Name: Nh©yÙV·iÙLång	 Level: 94	 IP Address: 171.251.237.76 : 52617
2:52	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 85	 IP Address: 42.116.138.135 : 55879
2:52	Account: longyen010	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.156.172 : 49451
2:52	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 90	 IP Address: 171.243.198.143 : 62621
2:52	Account: tranvinh05	 Name: Mylove	 Level: 89	 IP Address: 113.176.241.41 : 56726
2:52	Account: vunguyen1985	 Name: ThanhThanh	 Level: 79	 IP Address: 27.78.207.70 : 49260
2:52	Account: nam92hd2	 Name: LµmTýLècKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 23217
2:52	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 86	 IP Address: 42.116.138.135 : 55880
2:52	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 88	 IP Address: 14.168.28.44 : 58268
2:52	Account: thangvl9	 Name: 9ThóyYªn	 Level: 81	 IP Address: 183.81.86.145 : 50648
2:52	Account: finndang152	 Name: TiÓuTinhNhi	 Level: 83	 IP Address: 1.55.176.232 : 7565
2:52	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 101	 IP Address: 171.243.34.90 : 52462
2:52	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 97	 IP Address: 116.108.185.216 : 5891
2:52	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 89	 IP Address: 118.68.135.17 : 58455
2:52	Account: hoailanghp4	 Name: HPHoaPhong1	 Level: 81	 IP Address: 14.228.3.167 : 1686
2:52	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 94	 IP Address: 171.251.237.76 : 52618
2:52	Account: nam92hd5	 Name: LµmTýBuffKh«ngEm	 Level: 85	 IP Address: 27.66.95.53 : 5608
2:52	Account: ngocbich04	 Name: sfdgdfgsdg	 Level: 80	 IP Address: 14.233.233.93 : 55465
2:52	Account: thoakhungz6	 Name: X¹oÙKeÙChóa	 Level: 92	 IP Address: 171.251.237.76 : 52619
2:52	Account: kimmalenhhai5	 Name: B­ímToNhÊtXãm	 Level: 89	 IP Address: 171.243.198.143 : 62622
2:52	Account: longyen011	 Name: MrÙÙLong	 Level: 92	 IP Address: 14.187.156.172 : 49452
2:52	Account: longyen012	 Name: TiÓuÙLong	 Level: 90	 IP Address: 14.187.156.172 : 49453
2:52	Account: huynhtrongtri	 Name: ÙKiÕmÙPhongÙKim	 Level: 89	 IP Address: 118.68.135.17 : 58462
2:52	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 87	 IP Address: 113.176.241.41 : 56727
2:52	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 89	 IP Address: 113.176.241.41 : 56728
2:52	Account: kingvl1	 Name: ThñyTiªnTûTû	 Level: 84	 IP Address: 118.70.41.159 : 8661
2:52	Account: huy1713	 Name: SonGoKu	 Level: 85	 IP Address: 116.108.185.216 : 5909
2:52	Account: huy100	 Name: EventGirl	 Level: 81	 IP Address: 116.108.185.216 : 5911
2:52	Account: kingvl5	 Name: ThanhH­Ch©nNh©n	 Level: 84	 IP Address: 118.70.41.159 : 37963
2:52	Account: kingvl3	 Name: HáaLongCaCa	 Level: 86	 IP Address: 118.70.41.159 : 48348
2:52	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 55466
2:52	Account: hoangminh89	 Name: ConHeo	 Level: 83	 IP Address: 1.53.210.87 : 53202
2:52	Account: kingvl2	 Name: KimLongKaKa	 Level: 93	 IP Address: 118.70.41.159 : 42798
2:52	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 52465
2:52	Account: hoailanghp5	 Name: HPHoaPhong2	 Level: 81	 IP Address: 14.228.3.167 : 1687
2:52	Account: finndangdang152	 Name: aÙliÙbaÙba	 Level: 82	 IP Address: 1.55.176.232 : 17373
2:52	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 98	 IP Address: 14.168.28.44 : 58270
2:52	Account: bihulk002	 Name: 75ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 52466
2:52	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 86	 IP Address: 42.116.138.135 : 55882
2:52	Account: tieubaobao152	 Name: MiMiMi	 Level: 82	 IP Address: 1.55.176.232 : 25699
2:52	Account: tranvinh03	 Name: IstÙMyÙlife	 Level: 88	 IP Address: 113.176.241.41 : 56729
2:52	Account: mapdl3	 Name: TiªnÙTö	 Level: 83	 IP Address: 14.168.28.44 : 58271
2:52	Account: hoailanghp1	 Name: HPTieuPhong	 Level: 81	 IP Address: 14.228.3.167 : 1688
2:52	Account: hoailanghp3	 Name: HPHoaPhong	 Level: 82	 IP Address: 14.228.3.167 : 1689
2:52	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 107	 IP Address: 171.251.237.76 : 52620
2:52	Account: hoailanghp2	 Name: HPVuPhong	 Level: 81	 IP Address: 14.228.3.167 : 1690
2:52	Account: nam92hd	 Name: LµmTýLöaKh«ngEm	 Level: 87	 IP Address: 27.66.95.53 : 23221
2:52	Account: vunguyen1984	 Name: Achoivui	 Level: 81	 IP Address: 27.78.207.70 : 49261
2:52	Account: thangvl7	 Name: 7NgamyTûtû	 Level: 81	 IP Address: 183.81.86.145 : 50649
2:52	Account: nam92hd3	 Name: LµmTýM­aKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 5611
2:52	Account: mapdl2	 Name: §¹tÙMa	 Level: 85	 IP Address: 14.168.28.44 : 58273
2:52	Account: tuanlovekun1	 Name: caytien01	 Level: 80	 IP Address: 171.241.216.241 : 39635
2:52	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.176.241.41 : 56730
2:53	Account: huy1715	 Name: LöaÙThÇn	 Level: 83	 IP Address: 116.108.185.216 : 5932
2:53	Account: thangvl8	 Name: 8C«nL«nCaCa	 Level: 81	 IP Address: 183.81.86.145 : 50650
2:53	Account: hoailanghp	 Name: TruongVoKy	 Level: 81	 IP Address: 14.228.3.167 : 1695
2:53	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 52468
2:53	Account: thangvl6	 Name: 6§­¬ngCaCa	 Level: 81	 IP Address: 183.81.86.145 : 50651
2:53	Account: phamtungdhv5	 Name: ZzPhiLongzZ	 Level: 85	 IP Address: 42.116.138.135 : 55885
2:53	Account: kingvl4	 Name: ThñyTiªnTØTØ	 Level: 85	 IP Address: 118.70.41.159 : 18433
2:53	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 95	 IP Address: 171.251.237.76 : 52622
2:53	Account: longyen015	 Name: ÙTiÓuÙLinh	 Level: 90	 IP Address: 14.187.156.172 : 49456
2:53	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 86	 IP Address: 42.116.138.135 : 55887
2:53	Account: kimmalenhhai8	 Name: ChimDµiNhÊtXãm	 Level: 84	 IP Address: 171.243.198.143 : 62631
2:54	Account: gamethu	 Name: KhaiCheckGame	 Level: 5	 IP Address: 171.232.113.243 : 55423
2:57	Account: ngocbich04	 Name: sfdgdfgsdg	 Level: 80	 IP Address: 14.233.233.93 : 55480
2:59	Account: gamethu2	 Name: dasdasdasda	 Level: 1	 IP Address: 171.232.113.243 : 55554
3:0	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 55484
3:7	Account: ngocbich04	 Name: sfdgdfgsdg	 Level: 80	 IP Address: 14.233.233.93 : 55489
3:20	Account: vunguyen1989	 Name: NgaMyDN	 Level: 80	 IP Address: 27.78.207.70 : 49266
3:23	Account: ngocbich01	 Name: NgocBich01	 Level: 5	 IP Address: 14.233.233.93 : 55505
3:23	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 86	 IP Address: 171.243.198.143 : 62835
3:23	Account: ngocbich01	 Name: asdasda	 Level: 1	 IP Address: 14.233.233.93 : 55508
3:24	Account: vunguyen1988	 Name: ThienNhanKich	 Level: 81	 IP Address: 27.78.207.70 : 49270
3:24	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 86	 IP Address: 171.243.198.143 : 62842
3:26	Account: ngocbich01	 Name: sfsfsafasfa	 Level: 1	 IP Address: 14.233.233.93 : 55512
3:27	Account: vunguyen1985	 Name: ThanhThanh	 Level: 79	 IP Address: 27.78.207.70 : 49272
3:35	Account: huy100	 Name: EventGirl	 Level: 81	 IP Address: 116.108.185.216 : 8691
3:36	Account: huy100	 Name: EventGirl	 Level: 81	 IP Address: 116.108.185.216 : 8735
3:37	Account: ngocbich01	 Name: sfsfsafasfa	 Level: 90	 IP Address: 14.233.233.93 : 55522
3:42	Account: ngocbich01	 Name: sfsfsafasfa	 Level: 90	 IP Address: 14.233.233.93 : 55526
3:45	Account: hoailanghp1	 Name: HPTieuPhong	 Level: 81	 IP Address: 14.228.3.167 : 1809
3:46	Account: ngocbich01	 Name: adaddaa	 Level: 1	 IP Address: 14.233.233.93 : 55530
4:33	Account: longyen014	 Name: ÙTiÓuÙYÕn	 Level: 90	 IP Address: 14.187.156.172 : 49578
4:34	Account: longyen013	 Name: ÙTiÓuÙB¶o	 Level: 90	 IP Address: 14.187.156.172 : 49582
4:49	Account: usd001	 Name: USD001	 Level: 82	 IP Address: 14.245.58.184 : 1090
4:52	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 86	 IP Address: 171.243.198.143 : 63493
5:20	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 101	 IP Address: 171.243.34.90 : 53478
5:21	Account: kimhuy01	 Name: NgaoLaGietHet	 Level: 80	 IP Address: 171.243.34.90 : 53480
5:25	Account: kimhuy02	 Name: rêtrte	 Level: 1	 IP Address: 171.243.34.90 : 53482
5:34	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 53486
5:34	Account: bihulk002	 Name: 75ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 53488
5:34	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 53490
5:35	Account: bihulk004	 Name: 77ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 53492
5:35	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 90	 IP Address: 171.243.34.90 : 53494
5:37	Account: bihulk004	 Name: 77ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 53496
5:37	Account: bihulk005	 Name: 74ÙVåÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 53500
5:48	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 101	 IP Address: 171.243.34.90 : 53507
6:1	Account: tranvinh06	 Name: ÙB¸Ù§¹o	 Level: 89	 IP Address: 113.189.122.245 : 56778
6:1	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 89	 IP Address: 113.189.122.245 : 56779
6:1	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 56780
6:1	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 87	 IP Address: 113.189.122.245 : 56784
6:1	Account: tranvinh03	 Name: IstÙMyÙlife	 Level: 88	 IP Address: 113.189.122.245 : 56785
6:3	Account: tranvinh05	 Name: Mylove	 Level: 89	 IP Address: 113.189.122.245 : 56793
6:4	Account: nam92hd5	 Name: LµmTýBuffKh«ngEm	 Level: 85	 IP Address: 27.66.95.53 : 23747
6:10	Account: nam92hd4	 Name: LµmTý¤xyKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 5816
6:13	Account: nam92hd5	 Name: LµmTýBuffKh«ngEm	 Level: 85	 IP Address: 27.66.95.53 : 23773
6:13	Account: nam92hd4	 Name: LµmTý¤xyKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 5834
6:14	Account: nam92hd3	 Name: LµmTýM­aKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 5836
6:15	Account: nam92hd2	 Name: LµmTýLècKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 23777
6:16	Account: nam92hd1	 Name: LµmTýC«nKh«ngEm	 Level: 86	 IP Address: 27.66.95.53 : 5856
6:17	Account: nam92hd	 Name: LµmTýLöaKh«ngEm	 Level: 87	 IP Address: 27.66.95.53 : 24001
6:33	Account: hangnitocvay	 Name: N÷ÙThÇnÙJAV	 Level: 81	 IP Address: 171.251.168.241 : 49811
6:34	Account: hangnitocvay1	 Name: ThiªnÙsøÙJAV	 Level: 81	 IP Address: 171.251.168.241 : 49842
6:36	Account: hangnitocvay2	 Name: C«ÙbÐÙJAV	 Level: 83	 IP Address: 171.251.168.241 : 49846
6:37	Account: kimhuy02	 Name: rêtrte	 Level: 80	 IP Address: 171.243.34.90 : 53967
6:38	Account: tranhoangcham	 Name: KeVoDanh113	 Level: 84	 IP Address: 113.174.20.95 : 49390
6:38	Account: hangnitocvay3	 Name: ¤ngÙHoµngÙJAV	 Level: 83	 IP Address: 171.251.168.241 : 49848
6:39	Account: tranhoangcham1	 Name: sando1234	 Level: 80	 IP Address: 113.174.20.95 : 49440
6:41	Account: tranhoangcham2	 Name: trumsanboss	 Level: 81	 IP Address: 113.174.20.95 : 49449
6:41	Account: tranhoangcham3	 Name: sando123	 Level: 81	 IP Address: 113.174.20.95 : 49453
6:43	Account: tranhoangcham4	 Name: sanevent1	 Level: 80	 IP Address: 113.174.20.95 : 49465
6:45	Account: tieubao152	 Name: TiÓuB¶o	 Level: 83	 IP Address: 1.55.176.232 : 15170
6:46	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 90	 IP Address: 171.243.34.90 : 54033
6:47	Account: tieubao152	 Name: TiÓuÙB¶o	 Level: 78	 IP Address: 1.55.176.232 : 19707
6:47	Account: tranhoangcham1	 Name: sando1234	 Level: 80	 IP Address: 113.174.20.95 : 49562
6:48	Account: tranhoangcham2	 Name: trumsanboss	 Level: 81	 IP Address: 113.174.20.95 : 49567
6:49	Account: tranhoangcham3	 Name: sando123	 Level: 81	 IP Address: 113.174.20.95 : 49570
6:50	Account: tranhoangcham4	 Name: sanevent1	 Level: 80	 IP Address: 113.174.20.95 : 49573
6:50	Account: tranhoangcham5	 Name: sanevent12	 Level: 80	 IP Address: 113.174.20.95 : 49575
6:51	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 102	 IP Address: 118.68.135.17 : 49985
6:51	Account: tranhoangcham	 Name: KeVoDanh113	 Level: 85	 IP Address: 113.174.20.95 : 49578
6:53	Account: mapdl2	 Name: §¹tÙMa	 Level: 86	 IP Address: 14.168.28.44 : 59316
6:53	Account: mapdl3	 Name: TiªnÙTö	 Level: 84	 IP Address: 14.168.28.44 : 59320
6:55	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 88	 IP Address: 14.168.28.44 : 59329
6:55	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 98	 IP Address: 14.168.28.44 : 59334
6:56	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 102	 IP Address: 118.68.135.17 : 50028
6:56	Account: dm0002	 Name: TVB0001	 Level: 82	 IP Address: 14.168.28.44 : 59338
6:58	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 102	 IP Address: 27.79.74.126 : 50036
6:58	Account: thangvl5	 Name: 5HáaCaCa	 Level: 83	 IP Address: 183.81.86.145 : 51056
7:0	Account: thangvl6	 Name: 6§­¬ngCaCa	 Level: 81	 IP Address: 183.81.86.145 : 51062
7:0	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 93	 IP Address: 118.68.135.17 : 50061
7:1	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 89	 IP Address: 118.68.135.17 : 50064
7:3	Account: huynhtrongtri	 Name: ÙKiÕmÙPhongÙKim	 Level: 89	 IP Address: 118.68.135.17 : 50068
7:5	Account: nonhancl	 Name: XÝchLuyÖnTiªnTö	 Level: 86	 IP Address: 118.68.135.17 : 50072
7:18	Account: nonhannd	 Name: ÙMécÙUyÓnÙThanh	 Level: 86	 IP Address: 118.68.135.17 : 50080
7:20	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 56807
7:22	Account: thangvl7	 Name: 7NgamyTûtû	 Level: 81	 IP Address: 183.81.86.145 : 51439
7:23	Account: thangvl8	 Name: 8C«nL«nCaCa	 Level: 82	 IP Address: 183.81.86.145 : 51446
7:24	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 88	 IP Address: 171.243.198.143 : 64784
7:24	Account: kimmalenhhai7	 Name: VóXÖNhÊtXãm	 Level: 84	 IP Address: 171.243.198.143 : 64785
7:24	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 86	 IP Address: 171.243.198.143 : 64787
7:25	Account: thangvl9	 Name: 9ThóyYªn	 Level: 81	 IP Address: 183.81.86.145 : 51449
7:26	Account: thangvl10	 Name: 10S­Cä	 Level: 81	 IP Address: 183.81.86.145 : 51451
7:27	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49173
7:30	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49188
7:33	Account: thangvl5	 Name: 5HáaCaCa	 Level: 83	 IP Address: 183.81.86.145 : 51487
7:33	Account: thangvl6	 Name: 6§­¬ngCaCa	 Level: 81	 IP Address: 183.81.86.145 : 51491
7:33	Account: thangvl7	 Name: 7NgamyTûtû	 Level: 81	 IP Address: 183.81.86.145 : 51495
7:34	Account: thangvl8	 Name: 8C«nL«nCaCa	 Level: 82	 IP Address: 183.81.86.145 : 51499
7:34	Account: thangvl9	 Name: 9ThóyYªn	 Level: 81	 IP Address: 183.81.86.145 : 51503
7:34	Account: thangvl10	 Name: 10S­Cä	 Level: 81	 IP Address: 183.81.86.145 : 51507
7:35	Account: tuanlovekun	 Name: KÐoÙXeÙBß	 Level: 80	 IP Address: 171.241.216.241 : 40089
7:41	Account: kimhuy02	 Name: rêtrte	 Level: 80	 IP Address: 171.243.34.90 : 54557
7:46	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 95	 IP Address: 171.251.237.76 : 52724
7:52	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 107	 IP Address: 171.251.237.76 : 52772
8:7	Account: kimhuy02	 Name: NgaoLaGiet	 Level: 80	 IP Address: 171.243.34.90 : 54873
8:8	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49217
8:9	Account: kimhuy01	 Name: MétÙHÝtÙ	 Level: 80	 IP Address: 171.243.34.90 : 54891
8:9	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 91	 IP Address: 171.243.34.90 : 54902
8:15	Account: sarin1990	 Name: DocDep1	 Level: 80	 IP Address: 27.69.147.127 : 49310
8:15	Account: sarin1990	 Name: DocXinh	 Level: 81	 IP Address: 27.69.147.127 : 49316
8:15	Account: sarin1	 Name: XinhGai10	 Level: 81	 IP Address: 27.69.147.127 : 49320
8:17	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 97	 IP Address: 123.20.65.104 : 5611
8:18	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 102	 IP Address: 27.79.74.126 : 49878
8:19	Account: xebmt7	 Name: buffbuathoi	 Level: 80	 IP Address: 27.79.74.126 : 49886
8:20	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49239
8:21	Account: sarin1	 Name: XinhGai11	 Level: 80	 IP Address: 27.69.147.127 : 53118
8:25	Account: anlonnhe	 Name: KimXaLuan	 Level: 74	 IP Address: 14.176.93.19 : 1178
8:28	Account: xebmt12	 Name: gtgt62gt51g	 Level: 80	 IP Address: 27.79.74.126 : 49899
8:29	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49167
8:30	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 27.79.74.126 : 49904
8:32	Account: huy1713	 Name: SonGoKu	 Level: 86	 IP Address: 123.20.65.104 : 6839
8:33	Account: xebmt7	 Name: buffbuathoi	 Level: 80	 IP Address: 27.79.74.126 : 49912
8:33	Account: xebmt7	 Name: 11111®	 Level: 80	 IP Address: 27.79.74.126 : 49914
8:42	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49179
8:45	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49195
8:45	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 27.79.74.126 : 49931
8:46	Account: sarin1	 Name: XinhGai12	 Level: 80	 IP Address: 27.69.147.127 : 58712
8:49	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 93	 IP Address: 14.174.119.34 : 49605
8:49	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 93	 IP Address: 14.174.119.34 : 49607
8:50	Account: minhtrand3	 Name: HáaÙLongÙKaKa	 Level: 94	 IP Address: 14.174.119.34 : 49611
8:50	Account: huy1714	 Name: ConMaVuDai	 Level: 83	 IP Address: 123.20.65.104 : 8062
8:52	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 93	 IP Address: 14.174.119.34 : 49625
8:52	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 93	 IP Address: 14.174.119.34 : 49627
8:53	Account: minhtrand3	 Name: HáaÙLongÙKaKa	 Level: 94	 IP Address: 14.174.119.34 : 49629
8:53	Account: minhtrand4	 Name: BµÙL«i	 Level: 93	 IP Address: 14.174.119.34 : 49632
8:54	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 93	 IP Address: 14.174.119.34 : 49634
8:55	Account: minhtrand6	 Name: §écÙTµÙNh©n	 Level: 92	 IP Address: 14.174.119.34 : 49636
8:57	Account: xebmt11	 Name: v22g2r2gr2g	 Level: 80	 IP Address: 27.79.74.126 : 49947
8:58	Account: kimhuy02	 Name: rêtrte	 Level: 80	 IP Address: 171.243.34.90 : 55310
9:1	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 100	 IP Address: 14.233.233.93 : 49376
9:1	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 98	 IP Address: 118.68.135.17 : 50128
9:1	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49205
9:2	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 87	 IP Address: 113.189.122.245 : 49208
9:2	Account: tranvinh03	 Name: IstÙMyÙlife	 Level: 88	 IP Address: 113.189.122.245 : 49210
9:2	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 89	 IP Address: 113.189.122.245 : 49212
9:3	Account: tranvinh05	 Name: Mylove	 Level: 89	 IP Address: 113.189.122.245 : 49214
9:9	Account: anhyeuem	 Name: kavebus	 Level: 55	 IP Address: 14.176.93.19 : 1489
9:9	Account: huy1713	 Name: SonGoKu	 Level: 86	 IP Address: 123.20.65.104 : 9373
9:10	Account: huy1713	 Name: SonGoKu	 Level: 86	 IP Address: 123.20.65.104 : 9429
9:11	Account: huy1715	 Name: LöaÙThÇn	 Level: 83	 IP Address: 123.20.65.104 : 9513
9:19	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 100	 IP Address: 113.189.122.245 : 49238
9:20	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 87	 IP Address: 113.189.122.245 : 49240
9:21	Account: tranvinh03	 Name: IstÙMyÙlife	 Level: 88	 IP Address: 113.189.122.245 : 49242
9:22	Account: ngocbich04	 Name: ffafafasdf	 Level: 1	 IP Address: 14.233.233.93 : 49452
9:22	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 89	 IP Address: 113.189.122.245 : 49244
9:22	Account: tranvinh05	 Name: Mylove	 Level: 89	 IP Address: 113.189.122.245 : 49246
9:23	Account: tranvinh06	 Name: ÙB¸Ù§¹o	 Level: 91	 IP Address: 113.189.122.245 : 49248
9:23	Account: ngocbich04	 Name: BAOTUAN	 Level: 80	 IP Address: 14.233.233.93 : 49454
9:23	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 27.79.74.126 : 49983
9:24	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 27.79.74.126 : 49985
