0:0	Account: sarin1990	 Name: DocDep	 Level: 71	 IP Address: 27.69.147.127 : 53431
9:24	Account: ngocbich01	 Name: sdfaaafasf	 Level: 1	 IP Address: 14.233.233.93 : 49460
9:25	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 27.79.74.126 : 49990
9:25	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 27.79.74.126 : 49992
9:25	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 27.79.74.126 : 49994
9:25	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 27.79.74.126 : 49996
9:26	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 27.79.74.126 : 49998
9:26	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 27.79.74.126 : 50000
9:26	Account: xebmt	 Name: BanDobmt	 Level: 80	 IP Address: 27.79.74.126 : 50002
9:27	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 27.79.74.126 : 50006
9:27	Account: xebmt6	 Name: 1231231	 Level: 80	 IP Address: 27.79.74.126 : 50008
9:28	Account: thangvl5	 Name: 5HáaCaCa	 Level: 84	 IP Address: 118.70.81.103 : 7080
9:28	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 27.79.74.126 : 50010
9:28	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 27.79.74.126 : 50012
9:29	Account: thangvl6	 Name: 6§­¬ngCaCa	 Level: 82	 IP Address: 118.70.81.103 : 7085
9:29	Account: xebmt11	 Name: rfrf1r1fr	 Level: 80	 IP Address: 27.79.74.126 : 50016
9:29	Account: thangvl7	 Name: 7NgamyTûtû	 Level: 81	 IP Address: 118.70.81.103 : 7088
9:30	Account: thangvl8	 Name: 8C«nL«nCaCa	 Level: 82	 IP Address: 118.70.81.103 : 7090
9:31	Account: thangvl9	 Name: 9ThóyYªn	 Level: 82	 IP Address: 118.70.81.103 : 7093
9:32	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 91	 IP Address: 171.243.34.90 : 55728
9:32	Account: thangvl10	 Name: 10S­Cä	 Level: 82	 IP Address: 118.70.81.103 : 7097
9:33	Account: xebmt11	 Name: rfrf1r1fr	 Level: 80	 IP Address: 27.79.74.126 : 50024
9:35	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 27.79.74.126 : 50028
9:39	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 98	 IP Address: 123.20.65.104 : 11439
9:40	Account: thangvl10	 Name: 10S­Cä	 Level: 82	 IP Address: 118.70.81.103 : 7120
9:40	Account: thangvl7	 Name: 7NgamyTûtû	 Level: 81	 IP Address: 118.70.81.103 : 7123
9:40	Account: thangvl8	 Name: 8C«nL«nCaCa	 Level: 82	 IP Address: 118.70.81.103 : 7125
9:47	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.74.126 : 50044
9:57	Account: huy100	 Name: §écXuyªnTim	 Level: 80	 IP Address: 123.20.65.104 : 12732
9:57	Account: huy101	 Name: §écXuyªnChim	 Level: 80	 IP Address: 123.20.65.104 : 12753
9:58	Account: xebmt11	 Name: fr3fr3f3r	 Level: 80	 IP Address: 27.79.74.126 : 50061
10:6	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 88	 IP Address: 171.243.198.143 : 49566
10:6	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 12094
10:7	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 88	 IP Address: 171.243.198.143 : 49571
10:10	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 123.20.65.104 : 13589
10:11	Account: xebmt2	 Name: XeÙN­ícÙMÝaÙ2	 Level: 81	 IP Address: 123.20.65.104 : 13667
10:12	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 123.20.65.104 : 13694
10:13	Account: xebmt2	 Name: xebmts	 Level: 80	 IP Address: 123.20.65.104 : 13795
10:13	Account: nonhangiudo	 Name: Gi÷Ù§å	 Level: 80	 IP Address: 118.68.135.17 : 50294
10:14	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50299
10:14	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 123.20.65.104 : 13837
10:14	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 123.20.65.104 : 13872
10:15	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 123.20.65.104 : 13891
10:15	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50306
10:16	Account: nonhandovip	 Name: GiuDoVip	 Level: 80	 IP Address: 118.68.135.17 : 50308
10:17	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 123.20.65.104 : 14067
10:18	Account: xebmt6	 Name: 1231231	 Level: 80	 IP Address: 123.20.65.104 : 14113
10:20	Account: xebmt6	 Name: ffrfrª	 Level: 80	 IP Address: 123.20.65.104 : 14339
10:21	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 27.79.74.126 : 50102
10:21	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.74.126 : 50104
10:24	Account: xebmt8	 Name: ff1f1f1f	 Level: 80	 IP Address: 123.20.65.104 : 14602
10:26	Account: sarin2	 Name: XinhGai13	 Level: 80	 IP Address: 27.69.147.127 : 18098
10:26	Account: xebmt8	 Name: bmtbmt	 Level: 80	 IP Address: 123.20.65.104 : 14718
10:26	Account: xebmt8	 Name: kdkdk®	 Level: 80	 IP Address: 123.20.65.104 : 14746
10:26	Account: thoakhungz6	 Name: X¹oÙKeÙChóa	 Level: 93	 IP Address: 171.251.237.76 : 49172
10:27	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 95	 IP Address: 171.251.237.76 : 49174
10:27	Account: thoakhungz2	 Name: Nh©yÙV·iÙLång	 Level: 95	 IP Address: 171.251.237.76 : 49176
10:28	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 107	 IP Address: 171.251.237.76 : 49178
10:28	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 95	 IP Address: 171.251.237.76 : 49180
10:29	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 92	 IP Address: 171.251.237.76 : 49182
10:29	Account: ngocbich04	 Name: ffafafasdf	 Level: 80	 IP Address: 14.233.233.93 : 49607
10:31	Account: xebmt11	 Name: fr3fr3f3r	 Level: 80	 IP Address: 27.79.74.126 : 50119
10:32	Account: xebmt11	 Name: fr3fr3f3r	 Level: 80	 IP Address: 27.79.74.126 : 50121
10:32	Account: xebmt10	 Name: b1t1tt	 Level: 80	 IP Address: 27.79.74.126 : 50123
10:32	Account: xebmt9	 Name: f22rr5r	 Level: 80	 IP Address: 123.20.65.104 : 1202
10:38	Account: kimmalenhhai8	 Name: ChimDµiNhÊtXãm	 Level: 84	 IP Address: 171.243.198.143 : 49732
10:42	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.74.126 : 50136
10:42	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 27.79.74.126 : 50138
10:42	Account: longyen015	 Name: ÙTiÓuÙLinh	 Level: 90	 IP Address: 14.187.156.172 : 50029
10:43	Account: longyen014	 Name: ÙTiÓuÙYÕn	 Level: 90	 IP Address: 14.187.156.172 : 50031
10:43	Account: longyen013	 Name: caycuoc	 Level: 82	 IP Address: 14.187.156.172 : 50033
10:44	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 99	 IP Address: 123.20.65.104 : 2022
10:44	Account: longyen013	 Name: ÙTiÓuÙB¶o	 Level: 90	 IP Address: 14.187.156.172 : 50036
10:44	Account: saluci0507	 Name: Depzai5	 Level: 80	 IP Address: 27.69.147.127 : 21370
10:44	Account: longyen011	 Name: TiÓuÙYÕn	 Level: 77	 IP Address: 14.187.156.172 : 50039
10:45	Account: longyen011	 Name: Sansan	 Level: 80	 IP Address: 14.187.156.172 : 50041
10:45	Account: sarin2	 Name: XinhGai14	 Level: 80	 IP Address: 27.69.147.127 : 23539
10:45	Account: xebmt9	 Name: frf2r2fr	 Level: 80	 IP Address: 123.20.65.104 : 2116
10:45	Account: sarin2	 Name: XinhGai16	 Level: 80	 IP Address: 27.69.147.127 : 23019
10:46	Account: anlonnhe	 Name: KimXaLuan	 Level: 75	 IP Address: 14.176.93.19 : 1953
10:46	Account: sarin	 Name: XinhGai7	 Level: 81	 IP Address: 27.69.147.127 : 23387
10:46	Account: dm0002	 Name: TVB0001	 Level: 83	 IP Address: 14.168.28.44 : 49487
10:46	Account: xebmt9	 Name: grg2r2gr	 Level: 80	 IP Address: 123.20.65.104 : 2166
10:48	Account: sarin	 Name: XinhGai8	 Level: 81	 IP Address: 27.69.147.127 : 24965
10:50	Account: mapdl2	 Name: §¹tÙMa	 Level: 86	 IP Address: 14.168.28.44 : 49542
10:50	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 87	 IP Address: 42.116.138.135 : 56693
10:51	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50376
10:51	Account: mapdl3	 Name: TiªnÙTö	 Level: 84	 IP Address: 14.168.28.44 : 49548
10:52	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 89	 IP Address: 14.168.28.44 : 49558
10:54	Account: sarin	 Name: XinhGai20	 Level: 81	 IP Address: 27.69.147.127 : 50657
10:55	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 14.168.28.44 : 49571
10:55	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 85	 IP Address: 42.116.138.135 : 56796
10:56	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 86	 IP Address: 42.116.138.135 : 56798
10:56	Account: saluci0507	 Name: Depzai4	 Level: 80	 IP Address: 27.69.147.127 : 27321
10:56	Account: nd0001	 Name: nd0001	 Level: 84	 IP Address: 14.168.28.44 : 49577
10:56	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 86	 IP Address: 42.116.138.135 : 56801
10:56	Account: nonhandovip	 Name: GiuDoVip	 Level: 80	 IP Address: 118.68.135.17 : 50385
10:56	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57063
10:57	Account: sarin	 Name: XinhGai7	 Level: 81	 IP Address: 27.69.147.127 : 27947
10:57	Account: sarin1	 Name: XinhGai10	 Level: 81	 IP Address: 27.69.147.127 : 50677
10:58	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 27.79.74.126 : 50164
10:59	Account: sarin1	 Name: XinhGai11	 Level: 81	 IP Address: 27.69.147.127 : 50690
10:59	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 91	 IP Address: 171.243.34.90 : 57134
11:0	Account: bihulk005	 Name: 74ÙVåÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57146
11:1	Account: sarin1	 Name: XinhGai12	 Level: 81	 IP Address: 27.69.147.127 : 50700
11:1	Account: netnnb	 Name: TÇnÙThñyÙHoµng	 Level: 76	 IP Address: 115.78.113.224 : 61441
11:2	Account: mapdl4	 Name: PhongThanhD­¬ng	 Level: 5	 IP Address: 14.168.28.44 : 49610
11:2	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 89	 IP Address: 14.168.28.44 : 49612
11:3	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57206
11:3	Account: vu25091990	 Name: XinhGai6	 Level: 80	 IP Address: 27.69.147.127 : 27710
11:3	Account: xebmt10	 Name: frf22f2r	 Level: 80	 IP Address: 27.79.74.126 : 50173
11:4	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 27.79.74.126 : 50177
11:5	Account: vu25091990	 Name: XinhGai5	 Level: 81	 IP Address: 27.69.147.127 : 31379
11:5	Account: vu25091990	 Name: XinhGai4	 Level: 81	 IP Address: 27.69.147.127 : 33121
11:6	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 91	 IP Address: 171.251.237.76 : 49187
11:6	Account: thangvl10	 Name: 10S­Cä	 Level: 90	 IP Address: 118.70.81.103 : 7341
11:6	Account: thangvl8	 Name: 8C«nL«nCaCa	 Level: 90	 IP Address: 118.70.81.103 : 7342
11:6	Account: sarin2	 Name: XinhGai13	 Level: 81	 IP Address: 27.69.147.127 : 33593
11:7	Account: thoakhungz2	 Name: §iÖpÙLiªnÙTó	 Level: 91	 IP Address: 171.251.237.76 : 49191
11:7	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57316
11:8	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 91	 IP Address: 171.251.237.76 : 49193
11:8	Account: vunguyen1987	 Name: ThuyYen	 Level: 83	 IP Address: 171.251.237.76 : 49195
11:9	Account: vunguyen1988	 Name: ThienNhanKich	 Level: 82	 IP Address: 115.73.22.10 : 49225
11:9	Account: bihulk001	 Name: 74ÙLu©nÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57403
11:9	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.74.126 : 50188
11:10	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57405
11:10	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 88	 IP Address: 171.243.198.143 : 49892
11:10	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.74.126 : 50191
11:10	Account: bihulk002	 Name: 75ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57407
11:10	Account: vunguyen1984	 Name: Achoivui	 Level: 81	 IP Address: 115.73.22.10 : 49227
11:10	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57409
11:10	Account: bihulk004	 Name: 77ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57411
11:10	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 88	 IP Address: 171.243.198.143 : 49905
11:11	Account: bihulk004	 Name: 74ÙLinhÙSHXTÙ	 Level: 80	 IP Address: 171.243.34.90 : 57414
11:11	Account: bihulk004	 Name: 77ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57416
11:11	Account: bihulk005	 Name: 74ÙVåÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57418
11:11	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 91	 IP Address: 171.243.34.90 : 57422
11:12	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57437
11:12	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 57438
11:12	Account: sarin2	 Name: XinhGai14	 Level: 80	 IP Address: 27.69.147.127 : 36028
11:14	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.74.126 : 50197
11:14	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 118.68.135.17 : 50414
11:16	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 27.69.147.127 : 37370
11:16	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 97	 IP Address: 171.251.237.76 : 49290
11:16	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49162
11:17	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 108	 IP Address: 171.251.237.76 : 49295
11:17	Account: thoakhungz2	 Name: Nh©yÙV·iÙLång	 Level: 97	 IP Address: 171.251.237.76 : 49297
11:17	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 86	 IP Address: 42.116.138.135 : 56826
11:17	Account: thoakhungz4	 Name: ThöÙChäcÙTaoÙ§i	 Level: 97	 IP Address: 171.251.237.76 : 49299
11:18	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.74.126 : 50203
11:18	Account: thoakhungz5	 Name: CùcÙKúÙBèÙL¸o	 Level: 96	 IP Address: 171.251.237.76 : 49302
11:18	Account: phamtungdhv5	 Name: ZzPhiLongzZ	 Level: 85	 IP Address: 42.116.138.135 : 56829
11:21	Account: vunguyen1987	 Name: ThuyYen	 Level: 83	 IP Address: 115.73.22.10 : 49232
11:23	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50432
11:24	Account: nonhandovip	 Name: GiuDoVip	 Level: 80	 IP Address: 118.68.135.17 : 50435
11:26	Account: saluci0507	 Name: Depzai5	 Level: 80	 IP Address: 27.69.147.127 : 50864
11:26	Account: huynhtrongtri	 Name: ÙKiÕmÙPhongÙKim	 Level: 90	 IP Address: 118.68.135.17 : 50438
11:30	Account: huy1714	 Name: ConMaVuDai	 Level: 83	 IP Address: 123.20.65.104 : 5256
11:30	Account: huyenuyqs	 Name: VDKÙ1006	 Level: 64	 IP Address: 14.245.4.115 : 52864
11:32	Account: nonhandovip	 Name: GiuDoVip	 Level: 80	 IP Address: 118.68.135.17 : 50442
11:32	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50444
11:32	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 27.79.74.126 : 50226
11:33	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 27.79.74.126 : 50230
11:33	Account: xebmt1	 Name: XeÙN­ícÙMÝa	 Level: 79	 IP Address: 27.79.74.126 : 50232
11:34	Account: thaocanh113	 Name: ThiªnÙNh·	 Level: 94	 IP Address: 117.4.153.3 : 49290
11:34	Account: vunguyen1985	 Name: ThanhThanh	 Level: 80	 IP Address: 115.73.22.10 : 49234
11:36	Account: vunguyen1989	 Name: NgaMyDN	 Level: 81	 IP Address: 115.73.22.10 : 49236
11:37	Account: th118	 Name: C«nÙL«nÙ01	 Level: 88	 IP Address: 117.4.153.3 : 49296
11:37	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.74.126 : 50241
11:38	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 27.79.74.126 : 50243
11:38	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 27.79.74.126 : 50245
11:38	Account: xebmt4	 Name: Xebmtt	 Level: 80	 IP Address: 27.79.74.126 : 50247
11:38	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 27.79.74.126 : 50249
11:38	Account: xebmt5	 Name: Tr©uÙKÐo	 Level: 82	 IP Address: 27.79.74.126 : 50251
11:38	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 27.79.74.126 : 50253
11:38	Account: xebmt10	 Name: b1t1tt	 Level: 80	 IP Address: 27.79.74.126 : 50255
11:38	Account: sarin2	 Name: XinhGai16	 Level: 80	 IP Address: 27.69.147.127 : 44576
11:39	Account: xebmt10	 Name: frf22f2r	 Level: 80	 IP Address: 27.79.74.126 : 50257
11:39	Account: xebmt10	 Name: ff2rf2r2f	 Level: 80	 IP Address: 27.79.74.126 : 50261
11:39	Account: xebmt10	 Name: ff2rf2r2f	 Level: 80	 IP Address: 27.79.74.126 : 50263
11:39	Account: huynhtrongtri	 Name: ÙKiÕmÙPhongÙKim	 Level: 90	 IP Address: 118.68.135.17 : 50461
11:39	Account: thoakhungz7	 Name: ThöÙ§ôngÙTaoÙXem	 Level: 80	 IP Address: 171.251.237.76 : 49731
11:39	Account: xebmt11	 Name: v22g2r2gr2g	 Level: 80	 IP Address: 27.79.74.126 : 50265
11:40	Account: xebmt11	 Name: rfrf1r1fr	 Level: 80	 IP Address: 27.79.74.126 : 50267
11:40	Account: xebmt11	 Name: fr3fr3f3r	 Level: 80	 IP Address: 27.79.74.126 : 50269
11:40	Account: xebmt12	 Name: gtgt62gt51g	 Level: 80	 IP Address: 27.79.74.126 : 50271
11:41	Account: xebmt1	 Name: ChuaDobmt	 Level: 80	 IP Address: 27.79.74.126 : 50278
11:41	Account: xebmt1	 Name: clbuad	 Level: 80	 IP Address: 27.79.74.126 : 50280
11:42	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.74.126 : 50283
11:42	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 90	 IP Address: 171.243.198.143 : 49200
11:43	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.74.126 : 50287
11:43	Account: xebmt3	 Name: ThaÙEm	 Level: 80	 IP Address: 27.79.74.126 : 50289
11:43	Account: xebmt4	 Name: XeÙN­ícÙMÝa4	 Level: 5	 IP Address: 27.79.74.126 : 50291
11:43	Account: sarin1990	 Name: DocXinh	 Level: 81	 IP Address: 27.69.147.127 : 50966
11:43	Account: xebmt4	 Name: Xe1123	 Level: 80	 IP Address: 27.79.74.126 : 50293
11:43	Account: xebmt5	 Name: 123123	 Level: 80	 IP Address: 27.79.74.126 : 50295
11:44	Account: xebmt6	 Name: 123456	 Level: 80	 IP Address: 27.79.74.126 : 50297
11:44	Account: xebmt3	 Name: Ph­ícÙKaka	 Level: 8	 IP Address: 27.79.74.126 : 50299
11:44	Account: xebmt3	 Name: §õngÙHái	 Level: 80	 IP Address: 27.79.74.126 : 50301
11:45	Account: gamethu2	 Name: dasdasdasda	 Level: 80	 IP Address: 171.232.113.243 : 55175
11:45	Account: vunguyen1987	 Name: ThuyYen	 Level: 83	 IP Address: 115.73.22.10 : 49240
11:45	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50473
11:46	Account: longyen011	 Name: MrÙÙLong	 Level: 92	 IP Address: 14.187.156.172 : 50121
11:47	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 87	 IP Address: 42.116.138.135 : 56892
11:47	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49642
11:47	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49644
11:48	Account: bihulk002	 Name: 75ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49648
11:48	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49650
11:48	Account: bihulk005	 Name: 74ÙVåÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49653
11:48	Account: vunguyen1983	 Name: ThienNgoai	 Level: 1	 IP Address: 115.73.22.10 : 49242
11:49	Account: bihulk04	 Name: 74ÙBÐÙSHXT	 Level: 91	 IP Address: 171.243.34.90 : 49656
11:51	Account: nonhancl	 Name: XÝchLuyÖnTiªnTö	 Level: 86	 IP Address: 118.68.135.17 : 50479
11:51	Account: phamtungdhv5	 Name: ZzPhiLongzZ	 Level: 89	 IP Address: 42.116.138.135 : 56901
11:51	Account: sangtpbrvt1	 Name: SangTp1	 Level: 101	 IP Address: 14.184.70.55 : 49833
11:52	Account: sangtpbrvt	 Name: SangTp	 Level: 87	 IP Address: 14.184.70.55 : 49848
11:53	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 103	 IP Address: 171.243.34.90 : 49668
11:53	Account: tranhoangcham1	 Name: sando1234	 Level: 80	 IP Address: 113.188.241.132 : 49176
11:54	Account: sangtpbrvt2	 Name: SangTp2	 Level: 86	 IP Address: 14.184.70.55 : 49862
11:54	Account: tranhoangcham2	 Name: trumsanboss	 Level: 81	 IP Address: 113.188.241.132 : 49182
11:55	Account: sangtpbrvt3	 Name: SangTp3	 Level: 85	 IP Address: 14.184.70.55 : 49907
11:56	Account: huynhtrongtri	 Name: ÙKiÕmÙPhongÙKim	 Level: 90	 IP Address: 118.68.135.17 : 50498
11:56	Account: tranhoangcham3	 Name: sando123	 Level: 81	 IP Address: 113.188.241.132 : 49185
11:57	Account: tranhoangcham4	 Name: sanevent1	 Level: 81	 IP Address: 113.188.241.132 : 49188
11:57	Account: tranhoangcham5	 Name: sanevent12	 Level: 80	 IP Address: 113.188.241.132 : 49190
11:59	Account: thangvl5	 Name: 5HáaCaCa	 Level: 93	 IP Address: 118.70.81.103 : 7631
11:59	Account: tranhoangcham	 Name: KeVoDanh113	 Level: 85	 IP Address: 113.188.241.132 : 49195
12:2	Account: vu25091990	 Name: XinhGai6	 Level: 80	 IP Address: 27.69.147.127 : 51084
12:3	Account: sarin1990	 Name: DocXinh	 Level: 81	 IP Address: 27.69.147.127 : 51092
12:3	Account: vu25091990	 Name: XinhGai6	 Level: 80	 IP Address: 27.69.147.127 : 50180
12:5	Account: nonhannd	 Name: ÙMécÙUyÓnÙThanh	 Level: 86	 IP Address: 118.68.135.17 : 50519
12:6	Account: saluci0507	 Name: Depzai5	 Level: 80	 IP Address: 27.69.147.127 : 51113
12:6	Account: nonhandm	 Name: ThµnhC¸tÙT­ÙH·n	 Level: 80	 IP Address: 118.68.135.17 : 50521
12:7	Account: nonhandovip	 Name: GiuDoVip	 Level: 80	 IP Address: 118.68.135.17 : 50523
12:7	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50526
12:8	Account: saluci0507	 Name: Depzai4	 Level: 80	 IP Address: 27.69.147.127 : 52123
12:10	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 97	 IP Address: 171.251.237.76 : 49954
12:12	Account: huyenuyqs	 Name: VDKÙ1006	 Level: 64	 IP Address: 14.245.4.115 : 53587
12:16	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 91	 IP Address: 171.251.237.76 : 49964
12:18	Account: sarin	 Name: XinhGai7	 Level: 81	 IP Address: 27.69.147.127 : 51185
12:20	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 91	 IP Address: 171.251.237.76 : 49970
12:20	Account: thoakhungz1	 Name: §õngÙChäcÙTaoo	 Level: 97	 IP Address: 171.251.237.76 : 49972
12:20	Account: nonhandovip	 Name: LayPhoi	 Level: 80	 IP Address: 118.68.135.17 : 50541
12:24	Account: nonhandovip	 Name: GiuDoVip	 Level: 80	 IP Address: 118.68.135.17 : 50549
12:25	Account: bihulk002	 Name: 75ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49908
12:25	Account: bihulk005	 Name: 74ÙVåÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49910
12:25	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49918
12:25	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 49921
12:28	Account: nonhannd	 Name: ÙMécÙUyÓnÙThanh	 Level: 86	 IP Address: 118.68.135.17 : 50555
12:28	Account: nonhannd	 Name: ÙMécÙUyÓnÙThanh	 Level: 86	 IP Address: 118.68.135.17 : 50557
12:31	Account: bihulk003	 Name: 76ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 50040
12:31	Account: bihulk001	 Name: 74ÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 50041
12:32	Account: bihulk005	 Name: 74ÙVåÙSHXT	 Level: 80	 IP Address: 171.243.34.90 : 50077
12:35	Account: longyen011	 Name: Sansan	 Level: 80	 IP Address: 14.187.156.172 : 50180
12:37	Account: nd0001	 Name: nd0001	 Level: 84	 IP Address: 118.68.135.17 : 50589
12:37	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 118.68.135.17 : 50591
12:38	Account: nonhandm	 Name: ThµnhC¸tÙT­ÙH·n	 Level: 80	 IP Address: 118.68.135.17 : 50596
