2018-09-18 00:00:41	[Battle Log] Ending Misson Begin
2018-09-18 00:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-18 00:00:41	[Battle Log] Sorting World Ladder
2018-09-18 00:00:41	[Battle Log] Awarding Activity
2018-09-18 00:00:41	[Battle Log] Awarding Single Player
2018-09-18 00:00:41	[Battle Log] Awarding by Result
2018-09-18 00:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-18 00:00:41	Khu vùc Trung cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-18 00:00:41	[Battle Log] Ready for kick Out
2018-09-18 00:00:41	[Battle Log] Ending Misson End
2018-09-18 00:00:41	[Battle Log] Ending Misson Begin
2018-09-18 00:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-18 00:00:41	[Battle Log] Sorting World Ladder
2018-09-18 00:00:41	[Battle Log] Awarding Activity
2018-09-18 00:00:41	[Battle Log] Awarding Single Player
2018-09-18 00:00:41	[Battle Log] Awarding by Result
2018-09-18 00:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-18 00:00:41	Khu vùc Cao cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-18 00:00:41	[Battle Log] Ready for kick Out
2018-09-18 00:00:41	[Battle Log] Ending Misson End
2018-09-18 00:00:41	[Battle Log] Ending Misson Begin
2018-09-18 00:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-18 00:00:41	[Battle Log] Sorting World Ladder
2018-09-18 00:00:41	[Battle Log] Awarding Activity
2018-09-18 00:00:41	[Battle Log] Awarding Single Player
2018-09-18 00:00:41	[Battle Log] Awarding by Result
2018-09-18 00:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-18 00:00:41	Khu vùc S¬ cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-18 00:00:41	[Battle Log] Ready for kick Out
2018-09-18 00:00:41	[Battle Log] Ending Misson End
2018-09-18 08:50:41	Battle Start :1rule20Issue1
2018-09-18 08:50:41	Battle Start :1rule20Issue1
2018-09-18 08:50:41	Battle Start :1rule20Issue1
2018-09-18 09:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-18 09:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-18 09:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-18 09:21:00	[Thiªn Tr× MËt C¶nh][4tÇng]	2018-09-18 09:21			Boss Hoµng Nhan Qu¶ng D­¬ng ë tÇng 4 Thiªn Tr× MËt C¶nh xuÊt hiÖn.
2018-09-18 10:00:41	[Battle Log] Ending Misson Begin
2018-09-18 10:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-18 10:00:41	[Battle Log] Sorting World Ladder
2018-09-18 10:00:41	[Battle Log] Awarding Activity
2018-09-18 10:00:41	[Battle Log] Awarding Single Player
2018-09-18 10:00:41	[Battle Log] Awarding by Result
2018-09-18 10:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-18 10:00:41	Khu vùc S¬ cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-18 10:00:41	[Battle Log] Ready for kick Out
2018-09-18 10:00:41	[Battle Log] Ending Misson End
2018-09-18 10:00:41	[Battle Log] Ending Misson Begin
2018-09-18 10:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-18 10:00:41	[Battle Log] Sorting World Ladder
2018-09-18 10:00:41	[Battle Log] Awarding Activity
2018-09-18 10:00:41	[Battle Log] Awarding Single Player
2018-09-18 10:00:41	[Battle Log] Awarding by Result
2018-09-18 10:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-18 10:00:41	Khu vùc Trung cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-18 10:00:41	[Battle Log] Ready for kick Out
2018-09-18 10:00:41	[Battle Log] Ending Misson End
2018-09-18 10:00:41	[Battle Log] Ending Misson Begin
2018-09-18 10:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-18 10:00:41	[Battle Log] Sorting World Ladder
2018-09-18 10:00:41	[Battle Log] Awarding Activity
2018-09-18 10:00:41	[Battle Log] Awarding Single Player
2018-09-18 10:00:41	[Battle Log] Awarding by Result
2018-09-18 10:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-18 10:00:41	Khu vùc Cao cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-18 10:00:41	[Battle Log] Ready for kick Out
2018-09-18 10:00:41	[Battle Log] Ending Misson End
2018-09-18 10:50:41	Battle Start :1rule20Issue1
2018-09-18 10:50:41	Battle Start :1rule20Issue1
2018-09-18 10:50:41	Battle Start :1rule20Issue1
2018-09-18 11:00:40	butcher battle is entering fight state. now member count=0:0
2018-09-18 11:00:40	butcher battle is entering fight state. now member count=0:0
2018-09-18 11:00:40	butcher battle is entering fight state. now member count=0:0
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1502,3262
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1510,3277
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1506,3268
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1496,3017
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1500,3287
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1504,3010
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1432,3033
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1458,2966
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1505,3282
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1488,3277
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1444,3030
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1464,3032
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1457,3268
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1508,3063
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	1,1473,3245
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3331,4942
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,2947,5189
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,2934,5209
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3265,4839
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3355,4913
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3306,4842
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,2881,5235
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3290,4860
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,2958,5184
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3272,4852
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3312,4850
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,2885,5137
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,2892,5211
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,3290,4860
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	11,2963,5231
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1553,3263
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1455,2863
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1529,2960
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1531,3301
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1526,2947
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1504,2917
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1583,3320
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1568,2957
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1575,3342
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1579,3246
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1529,2960
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1590,3257
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1561,2964
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1550,3241
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	37,1590,3313
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1423,3326
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1389,3383
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1440,3062
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1413,3138
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1359,3444
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1417,3129
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1417,3129
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1353,3098
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1431,3140
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1371,3391
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1341,3423
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1411,3336
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1352,3153
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1370,3418
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	78,1346,3484
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1550,3282
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1553,3268
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1503,3253
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1530,3319
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1809,3343
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1769,3317
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1786,3255
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1511,3247
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1562,3391
2018-09-18 11:30:42	Tue Sep 18 11:30:42 2018	80,1530,3319
