2018-09-16 00:00:41	[Battle Log] Ending Misson Begin
2018-09-16 00:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-16 00:00:41	[Battle Log] Sorting World Ladder
2018-09-16 00:00:41	[Battle Log] Awarding Activity
2018-09-16 00:00:41	[Battle Log] Awarding Single Player
2018-09-16 00:00:41	[Battle Log] Awarding by Result
2018-09-16 00:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-16 00:00:41	Khu vùc S¬ cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-16 00:00:41	[Battle Log] Ready for kick Out
2018-09-16 00:00:41	[Battle Log] Ending Misson End
2018-09-16 00:00:41	[Battle Log] Ending Misson Begin
2018-09-16 00:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-16 00:00:41	[Battle Log] Sorting World Ladder
2018-09-16 00:00:41	[Battle Log] Awarding Activity
2018-09-16 00:00:41	[Battle Log] Awarding Single Player
2018-09-16 00:00:41	[Battle Log] Awarding by Result
2018-09-16 00:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-16 00:00:41	Khu vùc Cao cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-16 00:00:41	[Battle Log] Ready for kick Out
2018-09-16 00:00:41	[Battle Log] Ending Misson End
2018-09-16 00:00:41	[Battle Log] Ending Misson Begin
2018-09-16 00:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-16 00:00:41	[Battle Log] Sorting World Ladder
2018-09-16 00:00:41	[Battle Log] Awarding Activity
2018-09-16 00:00:41	[Battle Log] Awarding Single Player
2018-09-16 00:00:41	[Battle Log] Awarding by Result
2018-09-16 00:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-16 00:00:41	Khu vùc Trung cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-16 00:00:41	[Battle Log] Ready for kick Out
2018-09-16 00:00:41	[Battle Log] Ending Misson End
2018-09-16 08:50:41	Battle Start :1rule20Issue1
2018-09-16 08:50:41	Battle Start :1rule20Issue1
2018-09-16 08:50:41	Battle Start :1rule20Issue1
2018-09-16 09:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-16 09:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-16 09:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-16 10:00:41	[Battle Log] Ending Misson Begin
2018-09-16 10:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-16 10:00:41	[Battle Log] Sorting World Ladder
2018-09-16 10:00:41	[Battle Log] Awarding Activity
2018-09-16 10:00:41	[Battle Log] Awarding Single Player
2018-09-16 10:00:41	[Battle Log] Awarding by Result
2018-09-16 10:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-16 10:00:41	Khu vùc Trung cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-16 10:00:41	[Battle Log] Ready for kick Out
2018-09-16 10:00:41	[Battle Log] Ending Misson End
2018-09-16 10:00:41	[Battle Log] Ending Misson Begin
2018-09-16 10:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-16 10:00:41	[Battle Log] Sorting World Ladder
2018-09-16 10:00:41	[Battle Log] Awarding Activity
2018-09-16 10:00:41	[Battle Log] Awarding Single Player
2018-09-16 10:00:41	[Battle Log] Awarding by Result
2018-09-16 10:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-16 10:00:41	Khu vùc Cao cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-16 10:00:41	[Battle Log] Ready for kick Out
2018-09-16 10:00:41	[Battle Log] Ending Misson End
2018-09-16 10:00:41	[Battle Log] Ending Misson Begin
2018-09-16 10:00:41	[Battle Log] battle is ending. now member count=0:0
2018-09-16 10:00:41	[Battle Log] Sorting World Ladder
2018-09-16 10:00:41	[Battle Log] Awarding Activity
2018-09-16 10:00:41	[Battle Log] Awarding Single Player
2018-09-16 10:00:41	[Battle Log] Awarding by Result
2018-09-16 10:00:41	Do phe b¹i kh«ng cã ng­êi ch¬i, phe th¾ng kh«ng ®­îc tÆng th­ëng!
2018-09-16 10:00:41	Khu vùc S¬ cÊp ChiÕn sù ®· kÕt thóc, tû lÖ ®iÓm tÝch lòy lµ 0:0
2018-09-16 10:00:41	[Battle Log] Ready for kick Out
2018-09-16 10:00:41	[Battle Log] Ending Misson End
2018-09-16 10:50:41	Battle Start :1rule20Issue1
2018-09-16 10:50:41	Battle Start :1rule20Issue1
2018-09-16 10:50:41	Battle Start :1rule20Issue1
2018-09-16 11:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-16 11:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-16 11:00:41	butcher battle is entering fight state. now member count=0:0
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1528,3334
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1442,3012
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1451,3071
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1450,3216
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1470,3234
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1531,3309
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1457,3215
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1476,3277
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1503,3054
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1501,3331
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1463,3225
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1505,3073
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1457,3215
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1502,3274
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	1,1447,3023
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,3341,4872
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2900,5234
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,3309,4930
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2919,5227
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2970,5228
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2951,5179
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2950,5235
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,3363,4889
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,3300,4852
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,3355,4913
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2882,5218
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2966,5166
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2979,5233
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,2970,5228
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	11,3288,4868
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1509,3289
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1525,3298
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1563,2878
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1575,3268
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1513,2909
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1570,2948
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1589,2829
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1532,3261
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1564,3264
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1571,2877
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1575,3254
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1545,2948
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1575,3268
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1513,2922
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	37,1559,3301
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1425,3027
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1357,3419
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1424,3103
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1448,3122
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1341,3423
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1425,3135
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1429,3096
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1404,3340
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1377,3400
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1434,3149
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1431,3140
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1387,3425
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1376,3152
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1416,3328
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	78,1338,3458
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	80,1786,3255
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	80,1574,3359
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	80,1546,3380
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	80,1555,3308
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	80,1797,3357
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	80,1564,3352
2018-09-16 11:30:42	Sun Sep 16 11:30:42 2018	80,1532,3329
